Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score
24,86,7,88,1,3,69
7,94,9,57,2,3,66
23,63,7,100,2,3,69
16,79,6,67,2,3,65
30,100,6,75,0,4,75
24,91,8,73,2,2,70
21,98,6,55,1,3,70
23,91,7,75,2,2,69
14,95,7,57,2,2,68
30,88,6,90,4,2,73
32,90,5,98,0,3,74
22,81,5,90,0,2,66
30,97,6,72,1,2,74
17,93,5,50,3,2,67
15,94,8,52,1,2,67
20,87,10,75,3,2,70
23,72,6,84,1,2,67
18,61,6,91,3,3,80
23,97,6,80,1,2,70
22,83,8,99,4,4,71
14,72,8,75,4,2,64
23,66,7,80,1,3,68
25,93,5,62,0,3,68
21,93,6,67,1,3,69
27,93,7,84,1,2,72
13,86,7,80,0,5,65
23,75,7,68,1,4,64
13,72,8,56,1,4,64
13,60,5,67,1,4,58
16,93,7,52,2,3,69
14,63,7,79,1,3,61
17,85,6,66,0,2,68
19,80,6,69,1,4,66
25,81,8,79,1,4,68
18,97,5,79,2,3,70
10,61,10,79,4,2,62
27,91,8,75,2,3,71
15,62,7,74,0,3,61
20,62,7,91,1,3,64
23,77,8,73,1,2,65
21,63,6,77,3,1,63
27,92,6,99,4,3,74
23,81,9,59,2,2,68
15,61,6,86,2,3,65
33,62,7,74,2,2,66
21,85,6,92,1,2,69
19,92,7,70,2,2,69
26,78,8,65,3,3,70
21,82,10,60,3,4,70
22,92,6,94,1,3,71
35,84,5,86,1,3,72
18,69,7,54,1,4,61
18,85,6,86,1,3,68
21,85,7,52,3,3,66
26,89,8,59,1,4,70
11,85,10,80,0,3,63
8,99,6,73,1,3,68
16,68,4,92,1,4,62
10,98,7,80,3,3,69
17,82,8,98,3,4,69
23,87,6,93,1,4,72
15,64,7,67,2,3,64
11,75,7,92,2,4,63
20,91,7,93,1,3,70
25,88,8,98,1,4,69
10,62,7,51,1,2,61
25,82,8,94,2,3,70
25,64,4,53,1,2,64
26,100,6,76,0,4,76
27,96,6,71,2,2,73
33,61,5,96,2,3,67
18,94,7,70,2,3,69
21,97,6,80,2,4,72
18,74,6,85,4,3,66
20,89,8,51,3,3,70
29,78,7,80,2,4,73
12,86,5,76,2,3,68
15,74,6,80,2,3,66
28,73,8,54,4,1,67
26,77,7,53,3,3,67
18,66,9,59,0,3,62
25,93,8,93,2,3,72
22,74,6,68,0,4,65
29,76,9,72,1,3,69
20,96,9,70,2,2,69
26,80,4,86,0,4,69
36,82,7,63,0,3,69
24,98,6,53,1,2,69
20,95,7,69,0,3,70
24,67,6,86,6,3,67
18,79,6,96,3,3,69
34,99,8,53,0,5,75
21,75,5,91,2,3,66
18,75,7,53,0,2,63
15,68,5,67,3,4,64
27,65,9,51,2,2,66
25,90,7,96,1,4,72
17,91,8,85,3,4,71
23,99,7,68,0,2,70
11,91,7,69,2,2,67
21,70,7,82,0,3,65
23,62,9,54,3,4,65
30,99,6,57,0,4,73
15,74,4,92,1,3,66
12,72,6,60,0,4,62
15,96,5,86,2,2,71
12,83,8,61,3,5,66
28,69,7,54,1,2,65
29,96,8,95,0,2,75
22,100,7,95,2,4,74
27,63,7,80,1,3,65
21,94,7,73,2,3,71
19,76,9,78,1,1,65
18,81,7,70,0,2,65
18,97,9,88,0,4,67
11,99,9,88,2,2,67
22,70,7,91,2,1,66
20,69,7,76,1,3,67
24,63,6,90,2,5,66
21,82,9,58,0,2,65
19,61,6,52,1,3,59
15,76,6,82,4,4,69
20,63,7,55,2,3,63
24,76,5,78,1,4,65
13,62,6,86,2,4,61
21,93,9,70,0,1,68
21,68,8,52,3,2,65
16,73,6,94,1,2,61
16,95,8,52,0,3,69
21,90,10,95,2,4,72
13,69,7,53,2,3,59
22,63,9,87,0,2,63
15,89,8,96,3,3,69
26,76,7,95,1,1,67
34,91,7,95,1,3,70
15,78,8,94,0,4,67
23,74,6,76,1,2,66
16,78,4,78,5,3,68
26,90,6,81,1,3,71
12,96,4,95,3,0,69
23,62,6,92,0,2,65
15,81,4,89,0,3,66
19,61,8,84,2,4,66
14,79,5,81,3,3,67
25,95,8,96,1,4,74
15,74,8,60,3,5,66
23,97,8,60,1,3,72
18,85,4,99,0,4,69
19,97,9,78,0,4,68
21,90,8,74,4,3,71
15,64,8,93,0,2,61
21,69,10,92,2,3,65
29,76,8,59,4,2,71
15,67,5,59,0,3,59
27,80,8,90,1,3,71
29,79,5,89,0,3,72
15,98,7,61,1,3,71
11,77,6,92,0,5,61
22,91,7,74,1,2,67
17,98,5,73,0,2,67
31,95,5,99,1,4,74
20,68,6,76,2,3,66
15,80,7,57,1,4,63
13,74,6,64,4,3,63
27,76,9,67,1,4,68
17,74,8,98,1,3,65
20,93,8,63,0,3,66
26,78,6,72,1,3,67
17,81,5,87,0,2,67
20,99,7,64,0,4,70
20,62,10,85,5,4,65
24,80,7,60,1,3,68
24,91,9,62,3,4,70
19,66,9,99,1,3,66
20,84,8,68,0,4,69
18,70,7,86,1,2,65
11,95,6,92,2,3,68
22,73,7,67,3,2,65
31,73,6,68,1,3,70
15,84,7,89,1,3,65
15,67,5,80,3,4,67
15,71,6,68,5,4,64
24,77,8,87,2,1,68
23,74,6,93,4,3,70
19,81,6,62,1,3,64
14,84,6,51,4,3,67
21,83,7,64,2,2,68
11,86,4,84,5,4,67
21,72,6,96,4,2,66
25,65,8,93,2,3,66
12,90,7,61,2,2,66
11,94,8,94,2,2,67
29,70,4,91,2,3,69
16,76,6,87,3,4,65
27,80,7,84,4,3,68
19,81,8,90,2,3,67
19,86,9,93,1,3,69
23,62,8,91,3,3,64
15,89,6,56,2,4,67
21,62,6,86,2,4,67
18,79,9,92,1,3,67
12,93,6,59,2,3,67
22,78,5,61,2,4,68
18,66,7,89,4,3,65
19,99,9,67,3,1,70
13,96,6,70,1,3,68
30,91,6,69,2,4,72
25,76,6,61,1,3,67
26,67,8,97,2,0,66
18,98,7,90,0,1,68
10,81,8,63,1,2,64
32,94,9,55,4,2,75
20,74,5,69,1,4,66
16,73,6,71,0,4,67
23,99,6,50,1,5,71
27,81,7,94,0,4,68
20,66,8,93,2,3,65
28,69,6,93,0,3,67
26,79,6,90,0,2,66
14,62,8,87,1,1,60
16,79,8,82,2,3,64
26,77,7,98,0,1,69
4,91,4,86,3,4,64
19,74,9,82,2,3,66
11,99,7,89,3,3,72
17,67,7,62,0,4,60
18,84,6,98,3,3,69
18,64,6,51,2,1,62
17,89,6,82,3,3,70
13,100,4,54,3,2,65
34,93,6,93,2,4,77
31,82,5,98,0,3,71
13,79,7,70,4,3,66
29,93,5,93,2,3,74
18,97,8,67,1,3,70
21,100,5,58,2,2,69
20,76,9,64,2,2,64
16,100,8,65,1,2,69
26,66,5,82,1,3,68
21,70,7,90,1,4,63
17,64,6,60,1,2,61
12,71,8,54,0,5,61
15,91,10,61,0,4,65
10,94,9,65,3,2,65
20,91,6,64,0,3,69
13,85,7,61,3,2,69
18,81,9,73,1,2,65
28,88,8,93,3,1,72
27,76,9,55,3,0,69
20,94,8,93,1,3,71
19,87,7,75,2,3,67
31,88,7,83,0,2,72
23,81,5,91,0,3,70
18,95,6,65,1,3,68
11,70,6,98,3,4,66
22,75,6,54,4,4,68
25,91,7,76,1,3,71
16,80,7,63,2,3,63
22,96,7,70,2,4,70
18,74,8,72,1,2,65
19,75,6,96,2,4,70
5,96,8,72,3,5,65
19,79,9,85,0,2,68
26,81,8,98,1,2,69
16,73,6,75,3,3,66
20,71,8,70,0,3,62
15,86,8,99,2,5,70
22,65,8,91,2,2,65
19,95,9,97,0,2,71
14,91,8,70,2,0,68
28,68,9,85,0,3,65
26,88,7,62,1,2,70
16,84,6,93,0,3,69
23,67,9,97,1,3,66
23,71,6,63,1,5,66
24,76,10,55,2,4,67
10,88,9,60,1,3,63
26,86,7,82,2,3,70
17,81,9,64,0,3,65
18,91,8,82,3,2,70
36,90,5,68,1,2,74
22,85,6,96,0,3,69
18,91,7,73,0,4,68
7,73,7,75,1,3,64
28,95,9,67,2,3,73
12,85,7,54,4,3,66
14,93,5,75,0,3,65
18,82,6,89,0,1,66
28,69,8,98,0,5,67
25,82,4,54,0,3,67
19,75,5,90,0,3,66
22,88,6,63,3,3,69
16,79,8,91,4,1,69
21,93,7,67,2,3,68
20,87,8,56,1,1,64
26,87,7,81,1,2,70
26,69,7,95,1,4,67
23,99,6,59,1,3,68
18,94,8,51,0,3,67
24,92,5,94,1,2,73
19,73,7,85,1,3,65
14,81,9,90,3,3,69
18,65,6,53,1,3,63
21,82,5,95,3,4,68
25,66,4,71,0,3,64
19,82,8,95,2,4,68
13,86,8,53,2,4,66
20,76,6,94,2,3,65
21,80,5,84,4,2,69
21,95,7,78,2,2,69
26,64,9,53,2,4,64
26,92,5,84,0,2,74
16,67,9,80,1,3,64
16,61,4,86,3,4,63
14,67,5,86,0,4,64
24,91,7,72,3,3,71
29,76,8,60,2,3,68
18,95,9,96,4,4,72
19,81,8,96,1,4,67
29,61,9,61,0,3,64
23,89,7,82,2,1,70
23,64,6,60,2,3,65
13,92,9,93,2,2,69
24,67,9,55,2,2,65
14,74,8,100,1,3,66
13,90,8,81,0,3,67
18,98,9,51,1,4,68
16,75,8,94,0,3,65
19,93,7,84,0,2,68
11,68,8,85,2,2,63
26,92,8,64,1,5,71
27,86,8,67,1,4,71
8,68,7,96,2,3,65
26,72,8,82,2,2,65
15,65,8,51,1,3,61
25,75,7,66,0,4,68
20,68,6,80,4,4,65
20,86,9,57,0,4,66
19,100,5,55,2,4,69
27,60,6,53,3,2,65
13,82,7,82,1,3,65
24,83,4,66,2,4,70
27,97,9,69,1,2,70
24,80,7,53,2,4,67
34,82,9,87,3,4,75
17,79,10,88,3,3,65
26,71,7,91,2,3,66
19,62,9,83,2,3,67
27,76,5,89,0,4,67
20,62,8,79,2,1,62
18,82,6,75,0,4,66
28,72,8,63,1,2,66
17,81,8,53,0,2,64
12,65,7,65,2,2,60
17,97,8,84,3,3,70
24,96,8,96,2,3,72
28,68,7,63,0,2,67
21,74,10,83,1,3,67
28,85,7,74,1,3,72
12,64,9,81,1,3,63
17,74,9,50,0,2,60
18,70,4,56,1,4,65
19,97,9,61,2,1,72
21,94,9,95,0,3,70
24,83,7,52,1,4,71
17,81,8,78,1,4,66
21,97,8,96,2,4,72
20,97,9,83,3,3,73
14,99,6,74,2,3,71
19,65,9,69,4,2,64
19,66,5,81,1,3,66
19,87,4,74,1,3,69
20,82,8,85,1,3,66
20,61,9,81,0,2,63
17,62,7,78,0,3,62
28,96,4,98,1,3,98
13,95,5,92,1,2,71
16,74,8,80,0,4,66
37,96,7,77,2,3,75
14,84,9,86,1,4,68
12,92,7,90,2,5,69
24,77,6,65,2,3,68
8,65,7,83,3,4,60
19,77,9,57,4,3,64
33,78,9,72,4,3,71
11,82,7,97,2,3,69
8,64,7,66,1,3,60
11,100,8,58,1,3,70
25,70,6,57,4,3,66
27,68,8,70,0,3,68
17,81,7,61,2,2,67
24,81,7,71,1,3,70
28,78,7,86,0,2,69
31,91,7,94,2,3,75
19,81,10,56,1,3,65
6,84,6,88,1,5,65
15,89,6,55,1,4,66
17,61,9,69,1,3,64
18,83,8,100,1,2,66
19,95,8,53,3,1,70
27,61,5,51,1,1,63
28,76,7,67,1,4,66
19,97,8,98,1,3,71
27,74,6,51,2,4,68
22,78,8,61,2,5,68
20,99,7,80,0,3,71
25,68,6,62,1,4,63
20,63,9,53,1,4,60
32,94,9,53,1,3,73
11,95,7,78,4,4,68
17,79,8,78,2,5,70
19,81,9,85,1,1,66
23,93,6,57,1,2,72
28,90,8,75,1,3,70
20,71,6,80,2,3,68
11,61,5,61,3,0,60
25,79,6,77,2,3,68
25,94,5,85,1,2,74
8,96,8,100,1,4,68
20,98,6,80,4,4,72
10,95,5,93,0,3,69
16,83,8,92,2,4,98
15,78,8,97,1,4,68
25,91,7,86,0,5,70
21,90,8,61,1,4,69
12,82,6,65,3,3,64
25,63,6,89,1,4,65
11,97,8,76,2,2,69
22,78,9,63,2,4,67
15,75,6,83,1,2,65
18,85,6,95,2,4,70
23,87,8,68,0,3,68
23,68,8,80,1,1,65
28,93,7,79,0,4,74
20,72,9,56,4,2,65
22,67,10,55,1,2,65
17,76,8,94,3,4,68
21,89,6,97,1,3,68
23,99,8,95,5,4,74
19,92,6,70,2,3,71
9,98,9,64,1,3,67
22,66,6,97,0,3,64
22,63,7,94,0,3,61
16,82,6,91,0,3,66
12,72,7,67,0,2,61
29,93,7,82,5,3,73
23,87,8,88,2,3,70
19,99,7,79,2,2,70
13,70,7,80,1,4,63
15,79,6,88,3,3,69
28,80,7,88,2,2,72
21,70,5,62,2,2,66
17,84,9,70,1,4,68
23,78,7,89,1,3,67
15,78,9,63,2,3,65
29,75,7,96,2,3,68
28,61,4,92,1,4,68
17,81,6,95,2,3,69
16,73,7,65,1,4,66
4,60,7,55,2,2,58
11,72,8,55,0,3,60
12,71,7,78,3,4,67
21,76,6,65,2,2,65
18,65,6,63,1,2,62
12,80,6,61,0,2,65
18,88,8,78,0,2,69
23,85,8,77,0,4,70
23,92,6,71,2,2,70
9,78,9,57,1,5,63
19,81,8,96,0,4,69
12,92,6,71,0,4,64
25,77,7,56,1,3,69
25,88,8,52,1,2,70
15,77,5,58,1,3,64
15,77,5,65,2,4,65
17,90,8,82,0,4,70
6,67,6,99,0,2,60
22,74,9,64,3,3,68
18,69,10,89,2,1,61
26,74,8,96,2,3,68
13,69,8,70,1,3,61
16,83,5,63,2,3,64
11,92,5,75,2,3,66
14,91,7,95,2,2,70
13,75,5,51,3,3,65
26,100,7,74,1,2,74
16,84,6,88,1,1,66
21,76,7,80,3,2,65
18,93,7,75,1,1,69
12,89,8,78,4,5,69
19,90,7,81,2,2,69
24,68,6,84,1,4,66
13,79,5,68,2,3,63
25,94,7,76,1,2,69
15,80,4,64,1,1,65
17,87,9,99,1,3,67
23,84,8,59,1,4,66
16,94,8,58,2,3,67
20,71,6,63,1,2,65
18,83,8,96,0,4,69
21,65,6,83,3,5,65
6,88,7,73,3,3,67
9,89,6,96,0,4,66
24,62,7,95,1,3,64
26,87,5,70,1,2,70
15,77,7,78,0,3,65
19,65,5,95,2,4,65
22,77,10,66,2,3,64
24,68,7,70,1,3,64
8,77,7,90,1,0,61
15,75,8,85,1,3,65
18,90,5,52,5,3,68
24,91,6,56,1,2,70
35,84,8,92,6,4,74
19,61,7,51,1,1,60
12,97,6,96,2,2,71
22,87,8,64,2,3,70
28,61,7,80,2,4,67
21,93,8,78,0,3,68
15,68,8,70,3,3,64
26,83,6,52,0,3,67
24,79,7,60,0,3,65
14,77,4,81,3,3,66
22,96,6,72,1,4,72
26,77,7,71,3,3,69
27,63,8,55,1,3,65
20,98,8,67,0,3,71
18,97,6,76,0,5,72
27,87,6,54,0,2,70
13,79,9,53,1,2,63
23,64,7,75,2,2,66
12,92,7,78,3,2,67
26,63,8,63,1,3,67
18,63,7,66,2,2,62
28,81,7,90,3,3,72
23,66,7,93,1,1,69
13,60,6,66,1,5,61
29,77,7,68,1,3,67
29,65,4,92,0,4,66
25,66,6,99,2,3,68
15,63,8,66,1,4,62
18,68,8,89,0,3,63
21,89,9,74,3,4,70
16,92,8,63,2,4,68
30,78,8,84,1,1,71
21,80,7,73,0,2,65
4,61,6,63,4,3,59
22,63,8,55,2,4,64
18,70,7,93,0,3,67
20,82,6,94,3,2,68
18,90,6,54,1,3,95
25,84,7,83,1,3,70
27,76,9,58,1,3,68
22,65,7,82,2,4,65
18,91,7,95,2,2,70
20,75,8,63,4,3,67
20,89,8,67,2,2,69
15,81,7,90,1,2,68
23,90,7,87,1,2,72
23,96,6,70,1,2,71
29,97,9,92,2,4,75
28,81,6,96,0,2,70
16,80,9,73,2,4,66
25,71,7,52,3,3,67
14,97,7,75,1,4,70
24,78,8,87,2,3,71
17,65,6,61,5,4,64
14,77,8,55,2,4,65
22,65,7,64,1,2,64
4,80,8,51,4,5,62
9,82,6,86,2,2,64
19,74,6,57,1,2,66
20,63,4,86,0,3,64
18,98,6,62,3,3,71
11,91,6,100,4,2,68
15,94,6,77,3,4,70
22,75,7,52,0,3,66
23,90,7,89,2,4,71
20,79,8,71,1,3,68
27,68,8,80,3,4,66
22,65,8,98,4,3,66
16,74,8,76,5,3,65
18,66,7,90,0,4,64
12,100,7,65,1,2,67
19,62,8,86,1,3,65
27,78,8,55,3,2,69
24,78,5,95,1,2,69
28,72,7,60,4,3,69
18,83,4,65,3,4,68
28,66,4,98,0,3,67
19,91,6,58,2,3,68
29,73,7,63,1,4,65
20,84,6,79,3,3,69
24,89,4,99,1,3,73
29,96,8,85,3,3,76
19,93,6,56,0,3,69
21,84,8,87,2,1,69
28,76,6,71,3,2,68
19,80,6,100,1,3,70
12,91,8,81,0,4,64
33,95,6,77,2,3,73
17,64,7,78,1,3,64
21,75,7,82,1,4,65
27,91,5,87,0,3,69
16,77,8,54,0,3,62
14,73,6,57,2,4,64
22,76,5,65,0,3,64
9,84,6,74,5,2,67
18,100,8,66,3,3,69
21,80,5,61,2,3,67
18,68,8,96,1,3,65
11,67,8,52,3,3,63
30,62,7,97,0,5,66
21,82,7,95,1,3,70
29,82,7,84,1,2,70
18,68,8,52,0,3,67
15,88,6,61,0,4,65
22,90,5,99,1,2,70
19,70,7,95,0,3,66
13,74,8,98,1,2,66
29,100,8,100,0,5,72
16,75,10,53,0,4,64
9,90,7,79,4,4,70
28,78,7,92,1,3,71
17,92,7,66,2,3,66
16,91,6,72,0,2,70
9,87,6,64,1,2,64
30,94,5,52,3,2,70
12,98,4,54,2,3,67
20,83,6,51,2,4,65
25,69,7,76,1,2,68
23,76,8,81,3,2,69
20,90,6,65,3,2,68
10,86,6,91,2,3,68
15,67,9,94,0,4,64
